PRICING_EFFECTIVE_DATE,PRICING_END_DATE,SALES_CHANNEL_TYPE,CUSTOMER_TYPE_CODE,ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
2021-11-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,202972,RED BLEND - PENNY LANE,89819722686,0.75,1,13.5,7.97,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,220836,MAREMMA TOSCANA - LE MORTELLE POGGIO ALLE NANE,8.00194E+12,0.75,1,14.5,105.99,0
2023-08-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,347269,ST EMILION - CLOS FOURTET 2020,,0.75,1,12.5,275,NA
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,374330,LE PETIT MOUTON 2014,6.2699E+11,0.75,1,13,220,NA
2021-10-10 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,392165,THE KINSHIP - HUNTER LAING MIXED PACK,6.96852E+11,0.7,6,49,9500,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia White Wine,AUSTRALIA,400267,MOSCATO - JACOB'S CREEK,9.30073E+12,0.75,1,8.3,11.99,7
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Cream/Dairy Liqueurs,SOUTH AFRICA,474949,AMARULA - PLANT BASED CREAM LIQUEUR,6.00111E+12,0.75,1,15.5,29.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,524355,BILLECART SALMON - BRUT ROSE,3.11394E+12,0.75,1,13,141.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy White Wine,ITALY,863613,FALANGHINA DEL SANNIO - LA GUARDIENSE JANARE,8.01015E+12,0.75,1,13.5,20.99,1
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Sherry Wine,SPAIN,35204,GONZALEZ BYASS - OLOROSO NUTTY SOLERA,8.41002E+12,0.75,1,20,20.99,3
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Amber Rum,UNITED STATES OF AMERICA,85811,BACARDI - GOLD,6.20213E+11,1.75,1,40,53.99,NA
2021-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,123037,ST JULIEN - CHATEAU SAINT PIERRE 2018,,0.75,1,13,145,NA
2021-08-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,143476,FRONSAC - CHATEAU DE LA DAUPHINE 2018,,0.75,1,13,50,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,151483,MEURSAULT 1ER PORUZOTS - ANTOINE JOBARD 2020,6.2699E+11,0.75,1,13.5,275.99,0
2022-01-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,154240,POMEROL - CHATEAU POMEAUX 2015,7.45114E+11,0.75,1,14.5,199.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,156315,LABATT - LUCKY LAGER 24 CAN,62067355400,0.355,24,5,39.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,209638,BAILEYS - STRAWBERRIES AND CREAM,5.01101E+12,0.75,1,17,29.49,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,388609,MEURSAULT - BERNARD MILLOT CUVEE ALEXIE 2017,3.76016E+12,0.75,1,13,77.97,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,419374,CARMENERE - CONCHA Y TORO TERRUNYO BLOCK 27 2018,7.80432E+12,0.75,1,14.5,60.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,426607,PARKSIDE - DUSK PALE ALE TALL CAN,6.28055E+11,0.473,4,5.3,11.79,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,440016,SUMMERHILL - EHRENFELSER 2020,7.79E+11,0.75,1,11.7,20.99,3
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand Rose Wine,NEW ZEALAND,487160,ROSE - KIM CRAWFORD ILLUMINATE,9.41923E+12,0.75,1,7,21.99,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Other Style Wine,Rice Wine,CHINA,561530,SHAOXING NUERHONG BREWING - NUERHONG 5 YEAR OLD,6.90451E+12,0.5,1,14,25.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,652925,CABERNET SAUVIGNON - WILLIAM HILL CALIFORNIA,85000021606,0.75,1,13.9,23.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Import Beer,Asia And South Pacific Beer,THAILAND,676395,SINGHA LAGER,84543800075,0.33,6,5,15.29,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,771840,CARMENERE CABERNET SAUVIGNON - EMILIANA NOVAS,7.80432E+12,0.75,1,14.3,16.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Blanco/Silver Tequila,MEXICO,23430,ADICTIVO TEQUILA PLATA,7.50046E+12,0.75,1,40,81.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Sake,Japan Sake,JAPAN,30310,HAKUTSURU - NISHIKI,4.90265E+12,0.72,1,15.5,76.49,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,49976,ST EMILION - CHATEAU LE DOME 2018,3.5107E+12,0.75,1,13,380,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Flavoured Vodka,POLAND,53377,SPUD VODKA - CARAMEL MACCHIATO,8.51784E+11,0.75,1,40,25.99,NA
2021-07-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,133954,PESSAC LEOGNAN - DOMAINE DE CHEVALIER ROUGE 2018,,0.75,1,13,175,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,167370,ALENTEJANO - SEGREDOS DE SAO MIGUEL,5.60039E+12,0.75,1,13.5,12.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Cider,Domestic Cider,CANADA,223800,OKANAGAN APPLE CIDERS EXTRA - CRISP APPLE,7.79305E+11,2,1,7,11.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,254850,PARALLEL 49 - CRAFT LAGER TALL CAN,8.23994E+11,0.473,1,5,1.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Fruit Liqueurs,ITALY,353987,ROSSI D'ASIAGO - LIMONCELLO,8.00475E+12,0.75,1,32,27.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,370684,PESSAC LEOGNAN - CHATEAU HAUT BRION 2012,,0.75,1,13,650,NA
2023-03-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,385554,PERNAND VERGELESSES - MAISON CHAMPY,3.6644E+12,0.75,1,13,63.99,0
2022-10-13 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,420784,BOLGHERI SUPERIORE - ORNELLAIA 2019,8.18201E+11,3,1,14,1420,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,459342,MONTEPULCIANO D'ABRUZZO -  TERRE DI MARIO,8.05205E+12,0.75,1,12.5,14.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,462432,PIPER HEIDSIECK - CUVEE BRUT,3.01833E+12,0.75,1,12,76.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Spiced Rum,UNITED STATES OF AMERICA,786988,SAILOR JERRY - SPICED NAVY,83664864461,0.75,1,46,34.49,0
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,51058,MARGAUX - CHATEAU GISCOURS 2018,,0.75,1,13,150,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,59983,THE SINGLETON OF DUFFTOWN - 17 YO SPECIAL RELEASE 2020,88076185319,0.75,1,55.1,185.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Cream/Dairy Liqueurs,UNITED STATES OF AMERICA,69366,BLARNEY'S - ESPRESSO CREAM LIQUOR,85254400370,0.375,1,16,12.49,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,198890,STANLEY PARK BREWING - TRAIL HOPPER IPA TALL CAN,62067377495,0.473,1,6.8,2.49,NA
2023-09-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,282263,AGLIANICO DEL VULTURE - SIIR SAN MARTINO,8.05244E+12,0.75,1,13,34.99,0
2023-08-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,358262,PESSAC LEOGNAN - CHATEAU HAUT BAILLY 2020,,0.75,1,12.5,300,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Rose Wine,FRANCE,358540,LANGUEDOC ROSE - GERARD BERTRAND COTE DES ROSES LTD EDITION,3.51412E+12,0.75,1,13,33.99,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362539,MEDOC - CHATEAU POTENSAC 2020,3.60905E+12,0.75,1,12.5,68,NA
2023-08-19 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,377885,GLENFARCLAS - FAMILY CASK 1995 S22 CASK 6651,5.01807E+12,0.7,1,50.2,1270,NA
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,415596,CABERNET SAUVIGNON - CARMEN RESERVA PREMIER,83300097505,0.75,1,13.5,14.49,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,448475,LABATT - MICHELOB ULTRA 24 CAN PIN,,0.355,24,4,48.49,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Gold Tequila,MEXICO,856344,1800 - REPOSADO RESERVA,7.21059E+11,0.75,1,40,43.99,NA
2020-01-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,942755,DOMAINE DE CHEVALIER BLANC 2013,,0.75,1,13,155.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,40145,COTE ROTIE - OGIER LA SERINE,3.14281E+12,0.75,1,13.5,78.99,0
2018-09-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,64584,CABERNET SAUVIGNON - ALEPUE MENDOZA,7.79804E+12,0.75,1,13,8.47,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,IRELAND,103906,DRUMSHANBO - GUNPOWDER IRISH GIN WITH GLASS GIFT PACK,86785091020,0.75,1,43,51.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,110089,CABERNET SAUVIGNON - PENFOLDS BIN 98 QUANTUM,12354724358,0.75,1,14.5,1015,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,131066,PARKSIDE - DREAMBOAT HAZY I.P.A TALL CAN,6.28055E+11,0.473,4,6.3,13.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,153270,CARMENERE - CONCHA Y TORO CASILLERO DEL DIABLO,7.80432E+12,0.75,1,13.5,14.99,0
2023-01-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,164801,SIERRA DE GREDOS GARNACHA - COMANDO G ROZAS 1ER CRU 2018,6.2699E+11,0.75,1,14.5,129.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,228732,LUNESSENCE - VIOGNIER 2022,7.93588E+11,0.75,1,13,26.99,0
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,279542,SAINT ROMAIN - CHRISTOPHE JOLIVET LA PERRIERE 2020,3.76016E+12,0.75,1,13,69.99,NA
2023-08-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,347360,PAUILLAC - LE PETIT MOUTON ROTHSCHILD 2020,,0.75,1,14,550,NA
2023-08-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362412,POMEROL - CHATEAU LA CABANNE 2020,,0.75,1,13,100,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,405084,GLENMORANGIE - 12 YEAR OLD QUINTA RUBAN PORT CASK FINISH,5.01049E+12,0.75,1,46,94.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,477568,CORONA LIGHT 6 BOTTLE,62067382499,0.33,6,3.4,15.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,485748,AMARONE CLASSICO - BERTANI 2012,8.00833E+12,0.75,1,15.5,195.99,0
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,504399,HESTER CREEK - SYRAH,6.2699E+11,0.75,1,13.8,27.49,0
2022-01-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,JAPAN,568907,NAKANO - UMESHU JAPANESE PLUM WINE,4.97853E+12,0.3,1,10,12.99,9
2021-03-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Rose Wine,CANADA,776500,HESTER CREEK - CABERNET FRANC ROSE 2021,6.2699E+11,0.75,1,12.9,19.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,948893,CABERNET SAUVIGNON - BERTON METAL,9.33597E+12,0.75,1,14.4,13.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,6585,CATALUNYA - TORRES SANGRE DE TORO,8.41011E+12,0.75,1,11,17.99,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Brandy,FRANCE,8888,ST. REMY - V.S.O.P.,88352103280,0.75,1,40,28.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,66016,NUDE VODKA SODA - BLACK CHERRY CAN,32302448495,0.355,6,5,13.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,74548,BENROMACH - 10 YEARS OLD,7.47021E+11,0.75,1,43,74.99,NA
2021-08-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,90528,BORDEAUX SUPERIEUR - LES PERRIERES DE LAFLEUR 2018,3.32816E+12,0.75,1,13,135,NA
2021-07-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97454,ST JULIEN - CHATEAU LEOVILLE POYFERRE 2018,3.60905E+12,0.75,1,13,225,NA
2021-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,123054,ST JULIEN - CHATEAU BRANAIRE DUCRU 2018,,0.75,1,13,125,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,POLAND,132960,LUKSUSOWA - VODKA,5.90019E+12,1.75,1,40,56.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Port Wine,PORTUGAL,174910,TAYLOR FLADGATE - VINTAGE 2016,5.01363E+12,0.375,1,20,79.99,10
2023-10-05 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,339802,MOULIN A VENT - CHATEAU DU MOULIN A VENT COUVENT DES THORINS,3.76011E+12,0.75,1,13,38.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,351630,IMBZZL OLIVER - FAST ONE RED BLEND,63657043165,0.75,1,14.5,23.99,0
2022-10-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,361363,CHIANTI CLASSICO RISERVA - ISTINE LEVIGNE,8.05333E+12,0.75,1,13.5,76.99,0
2024-01-07 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Cognac,FRANCE,376200,COURVOISIER - VSOP ROUGE LUXE,3.0492E+12,0.7,1,40,155.99,NA
2023-09-25 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Other Country Whisky,JAPAN,405360,KURAYOSHI - 12 YEAR OLD JAPANESE WHISKY,4.95462E+12,0.7,1,43,114.99,NA
2022-07-24 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,438890,BEAUJOLAIS - PENLOIS BESSON JULIENAS LA CROISEE 2018,3.76016E+12,0.75,1,13,30.99,NA
2022-05-20 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,450759,BRUNELLO DI MONTALCINO RISERVA - CIACCI PICCOLOMINI PIANROSS,8.03261E+12,0.75,1,14,269.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Gin,Flavoured Gin,UNITED KINGDOM,452391,HAYMAN'S - SLOE GIN,5.02169E+12,0.7,1,26,40.99,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Import Beer,Europe Beer,UNITED STATES OF AMERICA,459300,HEINEKEN - CAN,72890006639,0.355,18,5,42.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Rum,Spiced Rum,JAMAICA,477136,CANEROCK - JAMAICAN SPICED RUM,6.95521E+11,0.7,1,40,54.99,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,631291,MALBEC - DONA PAULA ESTATE MENDOZA UCO VALLEY,8.3695E+11,0.75,1,14.5,19.99,0
2015-05-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,869495,PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2010,3.27703E+12,0.75,1,13,1599,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,965814,COTES DU JURA ROUGE - JEAN BOURDY 1987,8.78969E+11,0.75,1,12.5,209.99,0
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,CANADA,22640,SILENT SAM,6.22153E+11,0.375,1,40,12.49,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Other Fortified Import Wine,SOUTH AFRICA,28951,KWV - CAPE RUBY CLASSIC COLLECTION,7.48294E+11,0.75,1,17.5,13.49,5
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Brandy,SPAIN,43083,FUNADOR - SHERRY CASK,8.41016E+12,0.75,1,40,38.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,44961,TALISKER - 8 YO SPECIAL RELEASE 2020,88076185326,0.75,1,57.9,125.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,97229,PESSAC LEOGNAN - DOMAINE DE CHEVALIER BLANC 2018,6.96852E+11,0.75,1,13,180,NA
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,117727,MACALLAN - SHERRY OAK 30 YEAR OLD,8.12066E+11,0.75,1,43,11000,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,178304,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2017,6.2699E+11,0.75,1,13,1500,NA
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,182220,JACKSON-TRIGGS GRAND RESERVE RIESLING 2019,63657033135,0.75,1,12,19.99,0
2023-11-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,272232,COTES DU RHONE - LES GRANDES SERRES HOMMAGE DU RHONE,8.18347E+11,0.75,1,14.5,17.99,0
2023-10-14 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,316401,HIGHLAND PARK - 30 YEAR OLD,8.12066E+11,0.75,1,45.1,4150,NA
2023-12-24 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,333506,NAPA VALLEY RED - NAPANOOK 2020,6.36595E+11,0.75,1,14.5,147.99,0
2024-01-05 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,NETHERLANDS,335109,KETEL ONE,85156237029,0.375,1,40,18.99,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362593,PAUILLAC - CHATEAU PONTET CANET 2020,3.70045E+12,0.75,1,13,290,NA
2023-10-12 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,375849,MACON FUISSE - THIBERT PERE AND FILS BOIS DE LA CROIX 2019,3.76016E+12,0.75,1,13,59.99,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,414755,WILD GOOSE - AUTUMN GOLD 2022,6.88229E+11,0.75,1,12,21.99,2
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,484469,CHIANTI CLASSICO - SAN FELICE 2021,7.09067E+11,0.75,1,13,24.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia White Wine,AUSTRALIA,502391,CHARDONNAY - YELLOW TAIL,9.32221E+12,3,1,13.2,33.99,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Sparkling Wine,ITALY,591040,BOTTEGA - WHITE GOLD BRUT,8.00583E+12,0.75,1,12,34.99,0
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,593178,GIGONDAS - DOM. BRUSSET LE TRADITION GRAND MONTMIRAIL 2021,3.56711E+12,0.75,1,13,39.99,0
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,717504,CHATEAU MARGAUX 2013,,0.75,1,13,800,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Liqueurs,Cream/Dairy Liqueurs,UNITED STATES OF AMERICA,777607,BLARNEY'S CREAM LIQUOR,85254600169,0.75,1,16,24.99,NA
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,822254,TOSCANA - SAN GUIDO GUIDALBERTO 2021,84692484201,0.75,1,13.5,74.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Asian Spirits,China Spirits,CHINA,27649,MEI KUEI LU CHIEW,6.94252E+12,0.5,1,54,28.79,NA
2021-07-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97439,MARGAUX - CHATEAU GISCOURS 2018,,0.75,1,13,150,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,121599,CHILEAN RED - CONO SUR BICICLETA,7.80432E+12,1,1,12,11.99,0
2021-07-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Rose Wine,ITALY,176716,MARCHE ROSATO - FAZI BATTAGLIA,6.32741E+11,0.75,1,13,15.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,UNITED STATES OF AMERICA,209674,MOTT'S CLAMATO - THE WORKS CAESAR,65912001538,0.458,1,5.5,3.49,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,CANADA,209949,COLLECTIVE ARTS - LIFE IN THE CLOUDS,1.8636E+11,0.473,1,6.1,3.27,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,342360,SAUVIGNON BLANC - VILLA MARIA PRIVATE BIN MARLBOROUGH,9.41442E+12,0.75,1,11.5,19.99,0
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Rose Wine,CANADA,357327,ROAD 13 - HONEST JOHN'S ROSE 2021,6.2699E+11,0.75,1,13.8,20.99,0
2022-07-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Champagne Wine,FRANCE,416889,SOLEMME - ESPRIT DE SOLEMME BRUT NATURE ORGANIC,3.76028E+12,0.75,1,12,94.99,0
